id,url,source_domain,title,content,publish_date,images,created_at,updated_at,last_fetched_at,fetch_count
b1c356c0-2fe6-41e6-805a-a7fee7711c8b,https://www3.nhk.or.jp/news/easy/ne2024122312064/ne2024122312064.html,www3.nhk.or.jp,"[{""type"": ""ruby"", ""kanji"": ""東日本"", ""reading"": ""ひがしにほん""}, {""type"": ""text"", ""content"": ""や""}, {""type"": ""ruby"", ""kanji"": ""北日本"", ""reading"": ""きたにほん""}, {""type"": ""text"", ""content"": ""の""}, {""type"": ""ruby"", ""kanji"": ""日本海"", ""reading"": ""にほんかい""}, {""type"": ""ruby"", ""kanji"": ""側"", ""reading"": ""がわ""}, {""type"": ""text"", ""content"": ""など""}, {""type"": ""ruby"", ""kanji"": ""雪"", ""reading"": ""ゆき""}, {""type"": ""text"", ""content"": ""にとくに""}, {""type"": ""ruby"", ""kanji"": ""気"", ""reading"": ""き""}, {""type"": ""text"", ""content"": ""をつけて""}]","[{""type"": ""paragraph"", ""content"": [{""type"": ""ruby"", ""kanji"": ""日本"", ""reading"": ""にっぽん""}, {""type"": ""text"", ""content"": ""に""}, {""type"": ""ruby"", ""kanji"": ""冷"", ""reading"": ""つめ""}, {""type"": ""ruby"", ""kanji"": ""空気"", ""reading"": ""くうき""}, {""type"": ""text"", ""content"": ""が""}, {""type"": ""ruby"", ""kanji"": ""入"", ""reading"": ""はい""}, {""type"": ""text"", ""content"": ""て""}, {""type"": ""text"", ""content"": ""います。""}, {""type"": ""ruby"", ""kanji"": ""日本海"", ""reading"": ""にほんかい""}, {""type"": ""ruby"", ""kanji"": ""側"", ""reading"": ""がわ""}, {""type"": ""text"", ""content"": ""など""}, {""type"": ""text"", ""content"": ""で""}, {""type"": ""text"", ""content"": ""は""}, {""type"": ""text"", ""content"": ""、""}, {""type"": ""ruby"", ""kanji"": ""雪"", ""reading"": ""ゆき""}, {""type"": ""text"", ""content"": ""が""}, {""type"": ""text"", ""content"": ""たくさん""}, {""type"": ""ruby"", ""kanji"": ""降"", ""reading"": ""ふ""}, {""type"": ""text"", ""content"": ""そう""}, {""type"": ""text"", ""content"": ""です""}, {""type"": ""text"", ""content"": ""。""}]}, {""type"": ""paragraph"", ""content"": [{""type"": ""ruby"", ""kanji"": ""気象庁"", ""reading"": ""きしょうちょう""}, {""type"": ""text"", ""content"": ""による""}, {""type"": ""text"", ""content"": ""と""}, {""type"": ""text"", ""content"": ""、""}, {""type"": ""ruby"", ""kanji"": ""東日本"", ""reading"": ""ひがしにほん""}, {""type"": ""text"", ""content"": ""と""}, {""type"": ""ruby"", ""kanji"": ""北日本"", ""reading"": ""きたにほん""}, {""type"": ""text"", ""content"": ""の""}, {""type"": ""ruby"", ""kanji"": ""日本海"", ""reading"": ""にほんかい""}, {""type"": ""ruby"", ""kanji"": ""側"", ""reading"": ""がわ""}, {""type"": ""text"", ""content"": ""など""}, {""type"": ""text"", ""content"": ""で""}, {""type"": ""ruby"", ""kanji"": ""雪"", ""reading"": ""ゆき""}, {""type"": ""text"", ""content"": ""が""}, {""type"": ""ruby"", ""kanji"": ""降"", ""reading"": ""ふ""}, {""type"": ""text"", ""content"": ""て""}, {""type"": ""text"", ""content"": ""います。""}, {""type"": ""text"", ""content"": ""この""}, {""type"": ""ruby"", ""kanji"": ""天気"", ""reading"": ""てんき""}, {""type"": ""text"", ""content"": ""は""}, {""type"": ""text"", ""content"": ""、""}, {""type"": ""ruby"", ""kanji"": ""24日"", ""reading"": ""にじゅうよっか""}, {""type"": ""text"", ""content"": ""まで""}, {""type"": ""ruby"", ""kanji"": ""続"", ""reading"": ""つづ""}, {""type"": ""text"", ""content"": ""そう""}, {""type"": ""text"", ""content"": ""です""}, {""type"": ""text"", ""content"": ""。""}, {""type"": ""text"", ""content"": ""いちばん""}, {""type"": ""ruby"", ""kanji"": ""多"", ""reading"": ""おお""}, {""type"": ""ruby"", ""kanji"": ""降"", ""reading"": ""ふ""}, {""type"": ""text"", ""content"": ""ところ""}, {""type"": ""text"", ""content"": ""では""}, {""type"": ""text"", ""content"": ""、""}, {""type"": ""ruby"", ""kanji"": ""1日"", ""reading"": ""いちにち""}, {""type"": ""text"", ""content"": ""で""}, {""type"": ""text"", ""content"": ""60""}, {""type"": ""text"", ""content"": ""cm""}, {""type"": ""text"", ""content"": ""ぐらい""}, {""type"": ""ruby"", ""kanji"": ""降"", ""reading"": ""ふ""}, {""type"": ""text"", ""content"": ""そう""}, {""type"": ""text"", ""content"": ""です""}, {""type"": ""text"", ""content"": ""。""}]}, {""type"": ""paragraph"", ""content"": [{""type"": ""ruby"", ""kanji"": ""気象庁"", ""reading"": ""きしょうちょう""}, {""type"": ""text"", ""content"": ""は""}, {""type"": ""text"", ""content"": ""、""}, {""type"": ""text"", ""content"": ""たくさんの""}, {""type"": ""ruby"", ""kanji"": ""雪"", ""reading"": ""ゆき""}, {""type"": ""text"", ""content"": ""に""}, {""type"": ""ruby"", ""kanji"": ""気"", ""reading"": ""き""}, {""type"": ""text"", ""content"": ""て""}, {""type"": ""text"", ""content"": ""ほしい""}, {""type"": ""text"", ""content"": ""と""}, {""type"": ""ruby"", ""kanji"": ""言"", ""reading"": ""い""}, {""type"": ""text"", ""content"": ""て""}, {""type"": ""text"", ""content"": ""い""}, {""type"": ""text"", ""content"": ""ます""}, {""type"": ""text"", ""content"": ""。""}, {""type"": ""ruby"", ""kanji"": ""雪"", ""reading"": ""ゆき""}, {""type"": ""text"", ""content"": ""が""}, {""type"": ""ruby"", ""kanji"": ""積"", ""reading"": ""つ""}, {""type"": ""text"", ""content"": ""た""}, {""type"": ""text"", ""content"": ""とき""}, {""type"": ""text"", ""content"": ""や""}, {""type"": ""ruby"", ""kanji"": ""道"", ""reading"": ""みち""}, {""type"": ""text"", ""content"": ""が""}, {""type"": ""ruby"", ""kanji"": ""凍"", ""reading"": ""こお""}, {""type"": ""text"", ""content"": ""た""}, {""type"": ""text"", ""content"": ""とき""}, {""type"": ""text"", ""content"": ""は""}, {""type"": ""ruby"", ""kanji"": ""車"", ""reading"": ""くるま""}, {""type"": ""text"", ""content"": ""の""}, {""type"": ""ruby"", ""kanji"": ""運転"", ""reading"": ""うんてん""}, {""type"": ""text"", ""content"": ""に""}, {""type"": ""ruby"", ""kanji"": ""気"", ""reading"": ""き""}, {""type"": ""text"", ""content"": ""よう""}, {""type"": ""text"", ""content"": ""に""}, {""type"": ""ruby"", ""kanji"": ""言"", ""reading"": ""い""}, {""type"": ""text"", ""content"": ""います。""}]}]",2024-12-24 03:25:00+00,"[""https://www3.nhk.or.jp/news/easy/ne2024122312064/vIwTqafbipabSLZIlemXDLW9X68O7PvFjGAZqL2P.jpg""]",2024-12-24 22:19:47.655313+00,2024-12-24 22:19:47.655313+00,2024-12-24 22:19:47.573+00,1
